;indicadoressociais_14
"AW";"96.46"
"AF";"42.37"
"AO";"39.44"
"AI";"95.67"
"AL";"88.00"
"AD";"100.00"
"AE";"99.64"
"AR";"99.33"
"AM";"97.11"
"AS";"98.93"
"AG";"97.44"
"AU";"99.84"
"AT";"100.00"
"AZ";"80.20"
"BI";"54.05"
"BE";"100.00"
"BJ";"63.37"
"BF";"49.78"
"BD";"95.97"
"BG";"99.57"
"BH";"99.97"
"BS";"98.04"
"BA";"96.94"
"BY";"97.92"
"BZ";"92.00"
"BM";"99.94"
"BO";"85.79"
"BR";"95.55"
"BB";"98.34"
"BN";"99.50"
"BT";"90.19"
"BW";"78.13"
"CF";"53.05"
"CA";"99.70"
"CH";"100.00"
"CL";"99999999999998"
"CL";"98.01"
"CN";"87.11"
"CI";"72.28"
"CM";"60.09"
"CD";"37.85"
"CG";"61.58"
"CK";"99.89"
"CO";"93.29"
"KM";"85.02"
"CV";"81.31"
"CR";"97.26"
"CU";"94.09"
"CW";"99.37"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.84"
"DE";"100.00"
"DJ";"75.86"
"DM";"95.40"
"DK";"100.00"
"DO";"92.86"
"DZ";"91.68"
"EC";"87.58"
"EG";"98.29"
"ER";"17.66"
"ES";"100.00"
"EE";"99.37"
"ET";"26.92"
"FI";"100.00"
"FJ";"94.29"
"FK";"99999999999998"
"FR";"99.96"
"FO";"100.00"
"FM";"90.12"
"GA";"83.67"
"GB";"100.00"
"GE";"90.69"
"GH";"70.84"
"GI";"99.62"
"GN";"60.44"
"GP";"99.22"
"GM";"76.85"
"GW";"60.50"
"GQ";"49.04"
"GR";"99.76"
"GD";"94.93"
"GL";"100.00"
"GT";"89.39"
"GF";"93.24"
"GU";"99.57"
"GY";"91.26"
"HK";"99.36"
"HN";"87.09"
"HR";"99.05"
"HT";"60.62"
"HU";"99.97"
"ID";"81.81"
"IM";"99999999999998"
"IN";"83.84"
"IE";"97.50"
"IR";"95.18"
"IQ";"80.34"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"91.85"
"JO";"99.10"
"JP";"98.60"
"KZ";"88.57"
"KE";"52.23"
"KG";"83.33"
"KH";"62.90"
"KI";"62.78"
"KN";"98.80"
"KR";"98.65"
"KW";"100.00"
"LA";"62.78"
"LB";"88.60"
"LR";"65.61"
"LY";"99999999999998"
"LC";"92.42"
"LI";"100.00"
"LK";"84.39"
"LS";"68.84"
"LT";"93.70"
"LU";"99.94"
"LV";"98.05"
"MO";"100.00"
"MA";"73.24"
"MC";"100.00"
"MD";"85.31"
"MG";"42.74"
"MV";"96.31"
"MX";"93.68"
"MH";"78.79"
"MK";"96.62"
"ML";"61.05"
"MT";"100.00"
"MM";"60.75"
"ME";"95.47"
"MN";"74.48"
"MP";"99.06"
"MZ";"33.62"
"MR";"61.62"
"MS";"97.43"
"MQ";"99.68"
"MU";"99.59"
"MW";"58.90"
"MY";"97.27"
"YT";"99999999999998"
"NA";"77.78"
"NC";"96.23"
"NE";"41.50"
"NG";"56.46"
"NI";"81.29"
"NU";"98.89"
"NL";"100.00"
"NO";"100.00"
"NP";"83.52"
"NR";"97.87"
"NZ";"100.00"
"OM";"79.67"
"PK";"88.84"
"PA";"91.46"
"PE";"85.19"
"PH";"88.11"
"PW";"96.19"
"PG";"36.63"
"PL";"97.91"
"PR";"97.09"
"KP";"99.75"
"PT";"99.27"
"PY";"86.71"
"PS";"88.06"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"95.77"
"RW";"51.51"
"SA";"98.40"
"SD";"47.67"
"SN";"67.98"
"SG";"100.00"
"SH";"98.55"
"SB";"75.73"
"SL";"47.26"
"SV";"86.36"
"SM";"100.00"
"SO";"29.47"
"PM";"91.40"
"RS";"90.43"
"SS";"99999999999998"
"ST";"73.06"
"SR";"92.29"
"SK";"97.96"
"SI";"99.57"
"SE";"100.00"
"SZ";"59.23"
"SX";"95.50"
"SC";"94.94"
"SY";"95.98"
"TC";"90.40"
"TD";"40.57"
"TG";"53.54"
"TH";"96.34"
"TJ";"65.62"
"TK";"98.78"
"TM";"89.07"
"TL";"58.86"
"TO";"98.91"
"TT";"95.10"
"TN";"91.01"
"TR";"97.21"
"TV";"98.21"
"TZ";"40.14"
"UG";"34.08"
"UA";"96.57"
"UY";"97.75"
"US";"99.16"
"UZ";"90.85"
"VC";"94.15"
"VE";"96.82"
"VG";"97.96"
"VI";"100.00"
"VN";"84.00"
"VU";"84.23"
"WF";"99.62"
"WS";"93.89"
"YE";"54.10"
"ZA";"80.80"
"ZM";"54.57"
"ZW";"68.98"
