;indicadoressociais_11
"AF";"55.1"
"AL";"74.2"
"DZ";"70.2"
"AD";"78.9"
"AO";"45.2"
"AG";"73.5"
"AR";"73.8"
"AM";"71.5"
"AU";"79.5"
"AT";"78.1"
"AZ";"66.9"
"BS";"72.4"
"BH";"74.5"
"BD";"65.3"
"BB";"73.4"
"BY";"67.4"
"BE";"77.8"
"BZ";"68.3"
"BJ";"55.3"
"BT";"60.7"
"BO";"60.7"
"BA";"74.4"
"BW";"48.7"
"BR";"70.1"
"BN";"75.2"
"BG";"71.4"
"BF";"50.5"
"BI";"51.5"
"CV";"69.9"
"KH";"58.4"
"CM";"52.0"
"CA";"79.1"
"CF";"44.6"
"TD";"47.6"
"CL";"76.9"
"CN";"71.7"
"CO";"71.0"
"KM";"59.5"
"CG";"50.6"
"CD";"50.0"
"CR";"77.4"
"HR";"74.8"
"CU";"76.7"
"CY";"78.0"
"CZ";"74.7"
"CI";"46.7"
"DK";"76.6"
"DJ";"57.0"
"DM";"76.5"
"DO";"70.6"
"EC";"72.9"
"EG";"68.6"
"SV";"68.8"
"GQ";"52.1"
"ER";"56.1"
"EE";"70.4"
"ET";"51.9"
"FJ";"67.6"
"FI";"77.7"
"FR";"78.8"
"GA";"59.4"
"GM";"55.5"
"GE";"71.8"
"DE";"77.9"
"GH";"57.0"
"GR";"78.5"
"GD";"70.3"
"GT";"67.8"
"GN";"51.3"
"GW";"51.5"
"GY";"64.9"
"HT";"57.7"
"HN";"70.5"
"HK";"80.4"
"HU";"71.8"
"IS";"79.7"
"IN";"62.6"
"ID";"66.3"
"IR";"70.1"
"IQ";"69.2"
"IE";"76.7"
"IL";"79.0"
"IT";"79.4"
"JM";"72.3"
"JP";"81.2"
"JO";"71.7"
"KZ";"63.5"
"KE";"50.8"
"KI";"64.0"
"";"65.3"
"KR";"76.1"
"KW";"73.1"
"KG";"66.2"
"LA";"58.9"
"LV";"69.7"
"LB";"74.4"
"LS";"47.3"
"LR";"52.4"
"LY";"70.5"
"LI";"78.2"
"LT";"71.0"
"LU";"77.7"
"MG";"58.5"
"MW";"44.1"
"MY";"72.8"
"MV";"69.9"
"ML";"48.9"
"MT";"78.0"
"MR";"60.1"
"MU";"71.2"
"MX";"74.4"
"FM";"67.3"
"MD";"67.0"
"MN";"62.9"
"ME";"73.2"
"MA";"68.6"
"MZ";"48.8"
"MM";"62.1"
"NA";"55.2"
"NP";"62.4"
"NL";"78.2"
"NZ";"78.2"
"NI";"69.7"
"NE";"50.7"
"NG";"46.6"
"NO";"78.7"
"OM";"72.1"
"PK";"62.7"
"PW";"67.6"
"";"70.8"
"PA";"75.1"
"PG";"58.7"
"PY";"70.1"
"PE";"70.5"
"PH";"66.7"
"PL";"73.7"
"PT";"76.6"
"QA";"76.2"
"RO";"70.5"
"RU";"65.1"
"RW";"48.1"
"KN";"70.2"
"LC";"71.5"
"VC";"70.6"
"WS";"69.3"
"ST";"63.3"
"SA";"72.4"
"SN";"57.8"
"RS";"72.1"
"SC";"71.8"
"SL";"38.7"
"SG";"78.3"
"SK";"73.3"
"SI";"75.9"
"SB";"62.8"
"SO";"50.9"
"ZA";"55.9"
"SS";"49.2"
"ES";"79.0"
"LK";"71.0"
"SD";"58.0"
"SR";"67.8"
"SZ";"48.7"
"SE";"79.7"
"CH";"79.9"
"SY";"72.7"
"TJ";"63.5"
"TZ";"50.5"
"TH";"70.6"
"MK";"73.3"
"TL";"59.4"
"TG";"53.5"
"TO";"70.8"
"TT";"68.5"
"TN";"73.2"
"TR";"70.0"
"TM";"63.9"
"UG";"46.5"
"UA";"67.3"
"AE";"74.2"
"GB";"77.7"
"US";"76.8"
"UY";"74.8"
"UZ";"67.0"
"VU";"67.4"
"VE";"72.3"
"VN";"73.3"
"YE";"60.4"
"ZM";"43.5"
"ZW";"41.7"
